"GEOID","B01001_001","B25001_001","B26001_001","pctWomenLTHS","pctpeoplewithlessthan9thgrade","pctpeoplewithatleasthseducation","pctAdults4yrDegree","medIncomeAdults4yrDegree","medEducatorIncome","pctProfessionalsInEducation","pctEnrolledSchool","pctAdultsInHigherEd","totalPrimarySecondaryVocationalSchools","preKProgramPerChild","education_score","education_rnk","attainment_score","education_quality_score","enrollment_score","education_access_score","education_state_rnk","NAME"
"01001",55639,23697,578,17.7695275533231,4.29741151611199,88.7136819862652,26.6683923192771,52.979,40.58,17.549610205528,24.1606124231219,18.0152773460052,27,0.00278207109737249,109.95,71.6822429906542,92.39,112.55,104.6,101.86,89.3939393939394,"Autauga County, Alabama"
"01003",218289,116747,2954,14.8392062949025,3.73482126212531,90.4713845837378,29.7706893330842,52.171,41.786,13.9177115541476,21.7681546958194,14.9689029448939,77,0.00217391304347826,118.7,84.1121495327103,84.97,116.5,89.23,95.9,93.9393939393939,"Baldwin County, Alabama"
"01005",25026,12057,2910,26.7451640033642,11.2828004719897,74.731696353318,10.8614421329024,50,42.5,30.2614089499335,22.0121372249515,16.5001206854936,13,0.00225225225225225,72.66,8.47352024922118,134.93,98.92,94.45,103.41,3.03030303030303,"Barbour County, Alabama"
"01007",22374,9237,1657,16.8400934380973,7.91267905172953,80.8844686307625,10.3316469926925,52.5,42.917,19.0832087693074,19.3876607159375,15.1251534397182,15,0.00319233838786911,93.04,33.4579439252336,114.04,112.9,83.47,103.33,59.0909090909091,"Bibb County, Alabama"
"01009",57755,24404,564,17.3771014261812,9.22539810117044,82.8251368865223,12.1735799743145,50.83,45,24.7304097771387,21.738042915081,18.1163921434232,30,0.00256776034236805,91.04,30.4361370716511,113.17,107.74,98.57,101.47,56.0606060606061,"Blount County, Alabama"
"01011",10173,4591,433,20.4545454545455,7.03125,74.9410377358491,9.38687610843679,50.179,32.342,21.3592233009709,24.0556059232396,16.0880609652837,5,0.00168350168350168,81.43,16.3239875389408,123.51,97.61,98.56,104.26,18.1818181818182,"Bullock County, Alabama"
"01013",19726,10119,320,16.1645683453237,6.05643994211288,86.3531114327062,14.7275693311582,42.537,26.445,24.1729157476842,20.5099952778215,15.2206339341206,10,0.00258397932816537,90.63,29.8130841121495,102.48,81.04,86.69,103.82,53.030303030303,"Butler County, Alabama"
"01015",114324,53722,2979,17.7318740428075,7.17388276115339,85.0735117200856,17.5746747808609,47.286,43.369,21.7467140098424,24.5183919579819,16.6714567033903,56,0.00225157610327229,98.16,43.6760124610592,105.3,105.39,101.52,98.37,68.1818181818182,"Calhoun County, Alabama"
"01017",33427,16985,558,17.3215499660095,8.37154516006899,82.583820621766,13.3001019598958,42.928,40.822,24.1427376637859,20.8970058392347,14.7439606538406,21,0.00252016129032258,89.45,27.7258566978193,111.6,95.99,86.28,102.52,46.2121212121212,"Chambers County, Alabama"
"01019",26035,16631,274,22.0359045176563,9.03724599070156,82.8240087760539,12.0530620007607,44.316,47.731,25.8802177858439,20.0841303226319,16.0365354903208,13,0.00443262411347518,86.25,22.6168224299065,117.75,102.68,88.02,103.76,36.3636363636364,"Cherokee County, Alabama"
"01021",44147,19897,429,19.7049735871624,8.0555831923855,81.8094385301628,12.344061690535,43.469,30,17.8123548536925,22.6177077471394,19.5849618986025,22,0.00254823443756826,85.13,21.0903426791277,115,91.84,105.26,102.4,30.3030303030303,"Chilton County, Alabama"
"01023",12755,7410,171,19.3009708737864,9.30584044046205,82.6945913850804,12.5110218477515,42,31.513,22.6400613967767,20.2267206477733,12.443904263276,8,0.00447093889716841,84.76,20.4672897196262,115.19,87.11,77.64,104.35,27.2727272727273,"Choctaw County, Alabama"
"01025",23866,12813,357,17.7853621539628,7.53756810153865,82.6139016943064,12.9063301967494,51.434,46.178,31.509754028838,21.9309628860628,15.2272150291952,13,0.00222222222222222,90.73,30.0623052959502,111.17,102.88,90.43,103.41,54.5454545454545,"Clarke County, Alabama"
"01027",13285,6832,236,28.0212014134276,9.50805677088891,81.2613381709529,10.6161137440758,43.575,37.982,23.2231404958678,21.3631423691973,15.6187534072324,8,0.00415512465373961,77.79,12.5856697819315,126.99,94.69,90.12,104.3,9.09090909090909,"Clay County, Alabama"
"01029",14952,6859,175,16.9074195666448,10.7420762953122,82.1882710191687,14.9024348126403,40.365,31.655,28.4472769409038,22.2345439423344,18.3905208590472,13,0.0045045045045045,81.23,16.01246105919,113.82,79.87,100.69,103.77,13.6363636363636,"Cleburne County, Alabama"
"01031",52238,23313,600,17.4705528329464,6.70636687444345,85.6467052537845,20.1950559093416,52.558,43.245,19.2199906585708,25.1714392996186,19.4138932533448,27,0.00217054263565891,102.05,52.2118380062305,102.29,113.16,111.43,101.76,77.2727272727273,"Coffee County, Alabama"
"01033",54957,26727,444,17.2891417264408,6.58699490749034,85.6949100493897,15.9859171134685,49.583,41.421,21.2768835384823,19.8235061188317,16.5437372024923,33,0.00258983489802525,97.81,42.9595015576324,104.31,106.24,88.86,101.12,65.1515151515152,"Colbert County, Alabama"
"01035",12219,7203,43,15.2480839048003,4.8606390210741,84.953546340358,12.6240694789082,43.871,58.464,26.0424862313139,21.2096037218576,17.6365971741923,12,0.00881057268722467,99.48,46.6978193146417,102.68,112.89,95.75,104.58,75.7575757575758,"Conecuh County, Alabama"
"01037",10696,6615,391,14.6459747817653,6.06206979833353,83.1662842651854,11.037725288257,48.529,48.75,26.2226847034339,14.7058823529412,11.5812196438208,2,0,95.83,38.785046728972,106.49,107.69,60.62,104.34,62.1212121212121,"Coosa County, Alabama"
"01039",37096,19073,717,19.1155115511551,7.81688538268983,85.3447621937344,14.6720407882045,41.716,38.821,26.2930052403737,20.9009411567571,17.7839116719243,22,0.00327255726975222,88.35,26.0436137071651,108.94,90.61,95.38,102.52,40.9090909090909,"Covington County, Alabama"
"01041",13826,6834,189,20.259050149452,8.81866997108633,78.8207352333746,16.9242226773413,43.944,31.563,25.6929637526652,22.7628927531905,18.8440431934856,7,0.00407608695652174,81.34,16.1682242990654,117.16,86.16,103.43,104.41,16.6666666666667,"Crenshaw County, Alabama"
"01043",83345,38056,1242,21.9779611274157,7.73190551614903,82.2636182081124,14.1480243819425,43.478,37.196,27.7171587505349,21.6302300218124,16.9218989280245,53,0.00290528762347472,84.19,19.6884735202492,115.37,89.38,94.71,98.83,25.7575757575758,"Cullman County, Alabama"
"01045",49293,23151,1428,17.1895950657013,6.67621263647754,85.314122069089,16.9845116426088,46.133,39.41,14.8709228628845,22.7905306949929,18.304803975704,25,0.00214723926380368,98.93,45.2959501557632,104.17,106.97,101.88,101.99,70.4545454545455,"Dale County, Alabama"
"01047",38184,20427,565,18.4010870796059,5.42735543321229,83.9483034633556,15.0604073179151,28.312,38.727,22.5076855511638,25.1801495581237,18.0203128571895,35,0.00377200335289187,88.29,25.9190031152648,106.33,80.47,107.28,101.08,39.3939393939394,"Dallas County, Alabama"
"01049",71430,31424,986,22.6884870096791,13.8015981451579,78.0255040781683,13.0086564072211,42.83,45.192,32.1677327647477,23.7040479890775,19.8918805437464,33,0.00257129499766246,73.93,9.28348909657321,129.33,92.4,109.02,101.12,4.54545454545455,"DeKalb County, Alabama"
"01051",81526,34332,4568,16.3845497011402,6.48738368089276,87.2636095562658,23.4709178438955,48.272,40.653,14.646529562982,23.1465703603856,15.4106091553526,32,0.00148904488406722,106.89,65.1713395638629,97.27,110.64,94.16,101.06,83.3333333333333,"Elmore County, Alabama"
"01053",36775,16618,3035,24.2782152230971,8.26362681399059,80.352488036416,11.6098962713765,43.87,27.163,28.1853281853282,21.5271103070051,17.2063831207852,21,0.00187793427230047,75.38,10.2492211838006,121.94,79.19,95.29,102.41,7.57575757575758,"Escambia County, Alabama"
"01055",102721,47805,1308,19.886683101942,6.09658114922148,85.3285864686652,16.267444024065,44.207,36.753,26.2263306992694,22.0398109982909,17.1579582136143,75,0.00434637245068539,91.61,31.3084112149533,106.55,91.14,96.49,96.48,57.5757575757576,"Etowah County, Alabama"
"01057",16406,8493,311,20.5334098078578,8.5292084341514,84.1946076736951,11.1789717819869,35.882,42.5,20.1596806387226,22.4659083767988,17.0340975896531,9,0.00325379609544469,86.45,22.8971962616822,114.57,94.36,97.23,104.04,37.8787878787879,"Fayette County, Alabama"
"01059",31587,14082,212,24.9778040840485,12.3107588628921,78.6768544444972,13.7498945236689,40.825,23.958,28.6364930259038,24.3766122098022,21.0734553592838,22,0.00305010893246187,68.08,5.60747663551402,128.57,72.38,114.32,102.48,1.51515151515152,"Franklin County, Alabama"
"01061",26383,12901,240,24.2969028123888,8.64190924657534,81.8118578767123,12.0361375558578,45.833,42.199,24.3854857588763,22.4596205112122,18.2304640649506,17,0.00276243093922652,83.32,18.5046728971963,120.64,100.12,100.8,103.02,22.7272727272727,"Geneva County, Alabama"
"01063",8221,5131,107,26.0162601626016,7.64563106796116,80.9292649098474,10.0852052672347,25.938,17.052,28.5245901639344,19.8920005023232,14.3004722550177,6,0.00201612903225806,65.5,4.39252336448598,123.15,50.24,82.32,104.19,0,"Greene County, Alabama"
"01065",14754,7847,199,17.3913043478261,8.84964581462636,80.6644717150554,13.8646191863031,21.577,38.359,23.0211480362538,23.7106873988602,16.5906017579446,9,0.00202839756592292,80.18,14.7663551401869,114.05,72.68,99.16,103.84,12.1212121212121,"Hale County, Alabama"
"01067",17123,9203,330,19.0557451649602,9.86572785328312,80.4732274439168,17.1580188679245,41.424,42.5,29.463537300922,20.3601770970444,13.7749367799944,8,0.0023121387283237,85.01,20.7476635514019,115.4,90.9,81.98,104.01,28.7878787878788,"Henry County, Alabama"
"01069",105319,47798,1052,17.0149987705926,5.4444642685588,86.8739964042106,20.4508141070745,50.252,39.014,16.8285533651359,24.3295982024066,17.1600337505274,54,0.00199815554872425,104.58,59.2211838006231,98.69,108.87,102.48,98.57,81.8181818181818,"Houston County, Alabama"
"01071",51765,25135,641,20.5995525727069,7.38774190070616,83.4618079887877,14.8361858190709,49.379,49.495,33.6454531026821,20.8959675495109,16.2802078721074,42,0.00640784018092725,89.87,28.4735202492212,111.82,102.02,90.87,100.68,51.5151515151515,"Jackson County, Alabama"
"01073",658615,308825,15616,14.4339295016496,3.7368995220839,90.514998478045,31.6990056309541,53.283,44.994,12.1837205480453,25.6063812983731,16.9898903442088,301,0.00243533361706152,125.85,90.7788161993769,83.41,122.59,105.31,69.7,96.969696969697,"Jefferson County, Alabama"
"01075",13854,7410,189,15.7743442328423,7.69622833843017,82.9561671763507,10.727827614908,40.144,41.496,30.1112061591103,21.5071465988176,17.9469026548673,8,0.00376884422110553,85.43,21.5576323987539,110.21,87.94,97.46,104.24,31.8181818181818,"Lamar County, Alabama"
"01077",92870,45272,2097,13.955771658329,5.65463652108786,88.6158311098628,22.8718980549966,42.943,40.764,19.0934371523915,24.7588745260637,14.7128033020869,39,0.0033698399326032,106.94,65.2959501557632,92.57,100.91,96.29,100.54,84.8484848484848,"Lauderdale County, Alabama"
"01079",32969,15333,249,19.85559566787,10.5294645527969,80.7828725268151,14.9891607308764,47.057,46.561,37.2255489021956,22.3982963264539,18.440635296731,25,0.00450704225352113,81.58,16.6043613707165,118.01,93.15,101.27,102.37,19.6969696969697,"Lawrence County, Alabama"
"01081",163461,70256,5947,11.4518372291265,4.10109248351206,90.3650002517243,30.7055711969968,47.09,37.58,14.5866556921652,35.7019415201717,15.5468395991651,54,0.00147352910219977,119.67,85.0467289719626,81.58,106.38,127.4,98.48,95.4545454545455,"Lee County, Alabama"
"01083",96921,36278,2980,20.5566493645964,7.40871509694883,85.2708388501486,23.4229796298762,57.621,40.714,16.4838709677419,23.4513038566877,16.5857043719639,37,0.00203854707190512,103.6,56.2305295950156,104.92,118.5,98.47,100.57,80.3030303030303,"Limestone County, Alabama"
"01085",9936,5251,109,11.3882352941176,7.80615206035984,82.1967498549042,13.4991579220106,53.14,38.681,20.3809523809524,22.1066860767391,16.0531823218023,12,0.00494233937397035,97.94,43.1464174454829,105.1,108.01,93.36,103.96,66.6666666666667,"Lowndes County, Alabama"
"01087",18437,10311,2197,11.356805495921,6.05933623868589,83.5652028159571,16.8218782791186,46.762,20.925,15.470609448251,27.7936481263653,10.9894283724758,11,0.00340909090909091,99.39,46.417445482866,99.38,88.37,93.08,103.83,74.2424242424242,"Macon County, Alabama"
"01089",367686,164100,8971,13.4015181048914,4.04243187379725,91.6680525528023,40.1221421860319,62.976,35.954,10.3058628645803,27.0018117475745,15.4288786237655,169,0.00296846011131725,131.27,94.0809968847352,76.67,125.26,104.29,85.25,98.4848484848485,"Madison County, Alabama"
"01091",19138,10377,238,14.8925899106927,4.7831094049904,85.4433781190019,15.4039888367027,48.799,46.75,26.4767490573942,23.1629743364773,18.4251458198315,15,0.0040290088638195,99.33,46.2928348909657,100.09,105.7,103.22,103.46,72.7272727272727,"Marengo County, Alabama"
"01093",29818,14754,545,22.6488773185812,9.5741184204348,81.0959290040851,12.3707846127775,36.726,46.773,30.7191780821918,20.1040518191841,16.0738769255585,21,0.0045841519318926,79.33,13.8629283489097,120.77,89.16,88.18,102.85,10.6060606060606,"Marion County, Alabama"
"01095",96137,40661,1012,24.3383697430469,9.01246851776997,83.324523491185,18.938070277616,47.339,45.771,24.1855089214766,25.0983503227629,20.9172098146958,50,0.0020817843866171,89.46,27.7881619937695,115.57,105.47,115.74,99.05,48.4848484848485,"Marshall County, Alabama"
"01097",413977,184321,7327,17.6502793182809,4.85069425829625,87.3024893225397,22.3886816038183,47.032,38.728,15.0000691438607,24.4739653373886,16.5721950326625,195,0.00264881171363402,108.22,68.1619937694704,96.98,107.08,101.1,82.15,86.3636363636364,"Mobile County, Alabama"
"01099",21006,11451,251,14.4151738672287,6.56184058266966,83.4660676604724,12.9157798723016,47.802,39.65,33.4916864608076,19.5848644353958,16.922013592904,16,0.00560747663551402,89.45,27.7258566978193,105.51,90.61,89.36,103.6,46.2121212121212,"Monroe County, Alabama"
