"GEOID","B01001_001","B25001_001","B26001_001","pctWomenLTHS","pctpeoplewithlessthan9thgrade","pctpeoplewithatleasthseducation","pctAdults4yrDegree","medIncomeAdults4yrDegree","medEducatorIncome","pctProfessionalsInEducation","pctEnrolledSchool","pctAdultsInHigherEd","totalPrimarySecondaryVocationalSchools","preKProgramPerChild","education_score","education_rnk","attainment_score","quality_education_score","enrollment_score","education_access_score","education_state_rnk","NAME"
"01001020100",1845,765,0,10.1654846335697,5.40111199364575,90.6274821286735,34.6610761705101,45.938,50,26.3261296660118,25.0548245614035,15,0.0833333333333333,0.00101626016260163,106.64,60.8498679280054,91.36,93.94,95.33,94.69,78.8481141692151,"Census Tract 201, Autauga County, Alabama"
"01001020200",2172,878,195,25.4637436762226,5.3206002728513,81.9918144611187,15.3245192307692,42.614,35.104,19.7478991596639,26.5536723163842,22.9452054794521,2.08333333333333,0.0285388127853881,85.24,19.4929049695927,111.8,87.95,111.05,148.81,29.1539245667686,"Census Tract 202, Autauga County, Alabama"
"01001020300",3385,1443,0,6.58682634730539,7.50750750750751,86.3148863148863,18.2874854707478,32.991,26.637,18.9376443418014,24.9243799153055,21.7777777777778,0.0833333333333333,0.000771604938271605,93.25,31.881565206708,98.23,77.11,106.33,94.31,51.8858307849134,"Census Tract 203, Autauga County, Alabama"
"01001020400",4267,1940,0,17.0502092050209,6.28590740114904,89.9628252788104,24.2194604425584,50.575,49.063,20.7954545454545,23.7667071688943,15.9050966608084,0.0833333333333333,0.000357653791130186,101.64,49.6606056883101,99.7,100.9,94.63,93.68,70.5402650356779,"Census Tract 204, Autauga County, Alabama"
"01001020500",9965,4440,181,8.99383983572895,3.92616466451802,94.0668033987694,40.4867554121285,51.064,38.717,3.3688552767274,24.1928721174004,18.0716745313098,0.0833333333333333,0.000149611011370437,113.34,74.8203206585171,85.54,109.05,98.95,93.36,87.7675840978593,"Census Tract 205, Autauga County, Alabama"
"01001020600",3620,1427,0,34.5605700712589,4.26243209360635,81.5712494776431,18.117821415339,47.667,48.472,22.1327967806841,28.9563244469654,25.1206064782908,0.0833333333333333,0.000478927203065134,83.45,17.4181460777689,116.08,97.55,118.75,93.86,25.8919469928644,"Census Tract 206, Autauga County, Alabama"
"01001020700",3420,1374,73,20.6629834254144,8.39398350315381,80.6404657933042,9.69267139479905,29.338,40.083,9.34959349593496,22.5469086434943,19.7609264101606,0.0833333333333333,0.000282485875706215,86.04,20.4895878125192,113.83,90.85,98.94,93.56,31.2945973496432,"Census Tract 207, Autauga County, Alabama"
"01001020801",2913,1185,0,22.5155279503106,3.34498252621068,95.2571143285072,36.2425355994488,63.125,40.625,10.6382978723404,28.2328337399791,21.5586615840745,2.08333333333333,0.00902777777777778,105.63,58.6752871798022,93.85,112.16,111.62,118.8,77.8797145769623,"Census Tract 208.01, Autauga County, Alabama"
"01001020802",11333,4315,5,29.5081967213115,4.8019870291155,89.4853042638333,22.1658819268381,63.393,36.111,11.9766825649179,29.3090775450202,23.3741648106904,0.0833333333333333,0.000117868929750118,93.55,32.4267461146262,107.09,108.46,116.46,93.31,52.8032619775739,"Census Tract 208.02, Autauga County, Alabama"
"01001020900",6167,2400,19,18.9313984168865,4.63544181554804,89.8116851762434,14.6860514117151,49.781,40.808,16.991643454039,23.0899256254226,14.3699626498919,0.0833333333333333,0.000191131498470948,99.27,44.5051907365317,102.2,98.39,90.93,93.42,66.4118246687054,"Census Tract 209, Autauga County, Alabama"
"01001021000",2796,1335,13,30.2439024390244,11.4745308310992,73.5120643431635,13.4321445113478,61.111,41.094,37.2013651877133,23.5425176383216,18.6379928315412,0.0833333333333333,0.000534188034188034,78.11,12.3471957736962,126.03,89.47,98.77,93.95,13.4556574923547,"Census Tract 210, Autauga County, Alabama"
"01001021100",3153,1650,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census Tract 211, Autauga County, Alabama"
"01003010100",3988,2224,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census Tract 101, Baldwin County, Alabama"
"01003010200",3259,1271,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census Tract 102, Baldwin County, Alabama"
"01003010300",9056,3124,508,12.6951092611863,5.94756290691536,89.6709484427239,17.0385085574572,71.08,37.083,15.9016393442623,27.1290809805972,20.5471478463329,0.451612903225806,0.000261198902964608,101.96,50.4453590515388,98.86,110.87,108.06,95.7,71.1518858307849,"Census Tract 103, Baldwin County, Alabama"
"01003010400",4810,2018,0,17.1111111111111,3.62728785357737,87.6206322795341,17.9929783499122,50.139,43.182,26.9525267993874,23.9917506874427,19.4519804666305,0.451612903225806,0.000343170899107756,96.79,39.1347748633208,100.75,91.96,100.89,95.83,61.0601427115189,"Census Tract 104, Baldwin County, Alabama"
"01003010500",5038,1928,594,9.92282249173098,4.28931875525652,88.0011213905242,19.4913054762523,35.074,45.465,38.1818181818182,24.0748355263158,16.6209134015473,0.451612903225806,0.000577756379393356,97,39.5417408931753,96.17,74.39,96.34,96.19,61.5698267074414,"Census Tract 105, Baldwin County, Alabama"
"01003010600",3418,1479,19,12.5156445556946,6.53937947494033,71.7422434367542,8.65108651086511,39.844,27.321,27.0142180094787,27.1813073055309,27.2182254196643,0.451612903225806,0.000930521091811414,78.78,12.9353768659009,113.32,75.41,119.2,96.73,14.6788990825688,"Census Tract 106, Baldwin County, Alabama"
"01003010701",8068,3498,17,14.4266337854501,2.39971346704871,95.2722063037249,48.9995038862246,54.146,49.596,14.4536213468869,27.7329232346533,21.8262465585806,0.451612903225806,0.000432027649769585,112.45,73.0634559862399,84.51,108.73,111.21,95.96,86.697247706422,"Census Tract 107.01, Baldwin County, Alabama"
"01003010703",17748,6439,22,11.376404494382,0.819318671841311,95.8689090125054,47.8003581717667,65.212,44.355,15.3611393692777,26.9034938842395,22.4359444974671,0.451612903225806,0.000169779286926995,115.69,79.0389458811966,81.22,111.97,110.8,95.56,89.9082568807339,"Census Tract 107.03, Baldwin County, Alabama"
"01003010704",5883,2096,0,12.618526622903,0.569505565622573,97.3077918716024,29.2617775619233,46.691,41.09,15.8668730650155,29.2393579902303,31.4751089699472,0.451612903225806,0.000557776331690992,103.37,53.5920511087905,85.93,97.47,129.76,96.16,73.2925586136595,"Census Tract 107.04, Baldwin County, Alabama"
"01003010705",9704,4343,71,8.30298616168973,2.09027567403817,95.4559224477431,31.8903318903319,47.397,36.733,15.5898290954564,26.8310598111228,17.820197044335,0.451612903225806,0.000361097737120847,109.59,67.201609435469,85.01,95.46,103.03,95.85,82.9765545361876,"Census Tract 107.05, Baldwin County, Alabama"
